"deltakar","kjønn","alder","dialekt","språk","ord","ordklasse","setning","setning_nr","kategori","np_pro","rekkefølgje","subjekt","verb","partikkel","objekt","verb_part"
"GB15","female",27,"Göteborg","swedish","läraren","N","Läraren satte upp planschen på dörren","1313","Obj-PartPP","NP","PO","läraren","satte","upp","planschen","satte_upp"
"GB15","female",27,"Göteborg","swedish","satte","V","Läraren satte upp planschen på dörren","1313","Obj-PartPP","NP","PO","läraren","satte","upp","planschen","satte_upp"
"GB15","female",27,"Göteborg","swedish","upp","Part","Läraren satte upp planschen på dörren","1313","Obj-PartPP","NP","PO","läraren","satte","upp","planschen","satte_upp"
"GB15","female",27,"Göteborg","swedish","planschen","N","Läraren satte upp planschen på dörren","1313","Obj-PartPP","NP","PO","läraren","satte","upp","planschen","satte_upp"
"GB15","female",27,"Göteborg","swedish","på","Prep","Läraren satte upp planschen på dörren","1313","Obj-PartPP","NP","PO","läraren","satte","upp","planschen","satte_upp"
"GB15","female",27,"Göteborg","swedish","dörren","N","Läraren satte upp planschen på dörren","1313","Obj-PartPP","NP","PO","läraren","satte","upp","planschen","satte_upp"
"GB15","female",27,"Göteborg","swedish","läraren","N","Läraren satte upp planschen igår","1314","Obj-Part","NP","PO","läraren","satte","upp","planschen","satte_upp"
"GB15","female",27,"Göteborg","swedish","satte","V","Läraren satte upp planschen igår","1314","Obj-Part","NP","PO","läraren","satte","upp","planschen","satte_upp"
"GB15","female",27,"Göteborg","swedish","upp","Part","Läraren satte upp planschen igår","1314","Obj-Part","NP","PO","läraren","satte","upp","planschen","satte_upp"
"GB15","female",27,"Göteborg","swedish","planschen","N","Läraren satte upp planschen igår","1314","Obj-Part","NP","PO","läraren","satte","upp","planschen","satte_upp"
"GB15","female",27,"Göteborg","swedish","igår","Adv","Läraren satte upp planschen igår","1314","Obj-Part","NP","PO","läraren","satte","upp","planschen","satte_upp"
"GB15","female",27,"Göteborg","swedish","läraren","N","Läraren satte upp den på väggen","1315","Obj-PartPP","PRO","PO","läraren","satte","upp",NA,"satte_upp"
"GB15","female",27,"Göteborg","swedish","satte","V","Läraren satte upp den på väggen","1315","Obj-PartPP","PRO","PO","läraren","satte","upp",NA,"satte_upp"
"GB15","female",27,"Göteborg","swedish","upp","Part","Läraren satte upp den på väggen","1315","Obj-PartPP","PRO","PO","läraren","satte","upp",NA,"satte_upp"
"GB15","female",27,"Göteborg","swedish","den","Art","Läraren satte upp den på väggen","1315","Obj-PartPP","PRO","PO","läraren","satte","upp",NA,"satte_upp"
"GB15","female",27,"Göteborg","swedish","på","Prep","Läraren satte upp den på väggen","1315","Obj-PartPP","PRO","PO","läraren","satte","upp",NA,"satte_upp"
"GB15","female",27,"Göteborg","swedish","väggen","N","Läraren satte upp den på väggen","1315","Obj-PartPP","PRO","PO","läraren","satte","upp",NA,"satte_upp"
"GB15","female",27,"Göteborg","swedish","läraren","N","Läraren satte upp den igår","1316","Obj-Part","PRO","PO","läraren","satte","upp",NA,"satte_upp"
"GB15","female",27,"Göteborg","swedish","satte","V","Läraren satte upp den igår","1316","Obj-Part","PRO","PO","läraren","satte","upp",NA,"satte_upp"
"GB15","female",27,"Göteborg","swedish","upp","Part","Läraren satte upp den igår","1316","Obj-Part","PRO","PO","läraren","satte","upp",NA,"satte_upp"
"GB15","female",27,"Göteborg","swedish","den","Art","Läraren satte upp den igår","1316","Obj-Part","PRO","PO","läraren","satte","upp",NA,"satte_upp"
"GB15","female",27,"Göteborg","swedish","igår","Adv","Läraren satte upp den igår","1316","Obj-Part","PRO","PO","läraren","satte","upp",NA,"satte_upp"
"GB15","female",27,"Göteborg","swedish","rektorn","N","Rektorn skällde ut eleven igår","1317","Obj-PartMet","NP","PO","rektorn","skällde","ut","eleven","skällde_ut"
"GB15","female",27,"Göteborg","swedish","skällde_ut","V","Rektorn skällde ut eleven igår","1317","Obj-PartMet","NP","PO","rektorn","skällde","ut","eleven","skällde_ut"
"GB15","female",27,"Göteborg","swedish","eleven","N","Rektorn skällde ut eleven igår","1317","Obj-PartMet","NP","PO","rektorn","skällde","ut","eleven","skällde_ut"
"GB15","female",27,"Göteborg","swedish","igår","Adv","Rektorn skällde ut eleven igår","1317","Obj-PartMet","NP","PO","rektorn","skällde","ut","eleven","skällde_ut"
"GB15","female",27,"Göteborg","swedish","en","Art","En fotomodell raggade upp honom igår","1320","Obj-PartMet","PRO","PO","fotomodell","raggade","upp","honom","raggade_upp"
"GB15","female",27,"Göteborg","swedish","fotomodell","N","En fotomodell raggade upp honom igår","1320","Obj-PartMet","PRO","PO","fotomodell","raggade","upp","honom","raggade_upp"
"GB15","female",27,"Göteborg","swedish","raggade_upp","V","En fotomodell raggade upp honom igår","1320","Obj-PartMet","PRO","PO","fotomodell","raggade","upp","honom","raggade_upp"
"GB15","female",27,"Göteborg","swedish","honom","Pron","En fotomodell raggade upp honom igår","1320","Obj-PartMet","PRO","PO","fotomodell","raggade","upp","honom","raggade_upp"
"GB15","female",27,"Göteborg","swedish","igår","Adv","En fotomodell raggade upp honom igår","1320","Obj-PartMet","PRO","PO","fotomodell","raggade","upp","honom","raggade_upp"
"GB15","female",27,"Göteborg","swedish","ett","Art","Ett privat företag köpte upp sjukhuset förra året","1321","Obj-PartMet","NP","PO","företag","köpte","upp","sjukhuset","köpte_upp"
"GB15","female",27,"Göteborg","swedish","privat","Adj","Ett privat företag köpte upp sjukhuset förra året","1321","Obj-PartMet","NP","PO","företag","köpte","upp","sjukhuset","köpte_upp"
"GB15","female",27,"Göteborg","swedish","företag","N","Ett privat företag köpte upp sjukhuset förra året","1321","Obj-PartMet","NP","PO","företag","köpte","upp","sjukhuset","köpte_upp"
"GB15","female",27,"Göteborg","swedish","köpte","V","Ett privat företag köpte upp sjukhuset förra året","1321","Obj-PartMet","NP","PO","företag","köpte","upp","sjukhuset","köpte_upp"
"GB15","female",27,"Göteborg","swedish","upp","Part","Ett privat företag köpte upp sjukhuset förra året","1321","Obj-PartMet","NP","PO","företag","köpte","upp","sjukhuset","köpte_upp"
"GB15","female",27,"Göteborg","swedish","sjukhuset","N","Ett privat företag köpte upp sjukhuset förra året","1321","Obj-PartMet","NP","PO","företag","köpte","upp","sjukhuset","köpte_upp"
"GB15","female",27,"Göteborg","swedish","förra","Adj","Ett privat företag köpte upp sjukhuset förra året","1321","Obj-PartMet","NP","PO","företag","köpte","upp","sjukhuset","köpte_upp"
"GB15","female",27,"Göteborg","swedish","året","N","Ett privat företag köpte upp sjukhuset förra året","1321","Obj-PartMet","NP","PO","företag","köpte","upp","sjukhuset","köpte_upp"
"GB15","female",27,"Göteborg","swedish","ett","Art","Ett privat företag köpte upp det förra året","1322","Obj-PartMet","PRO","PO","företag","köpte","upp",NA,"köpte_upp"
"GB15","female",27,"Göteborg","swedish","privat","Adj","Ett privat företag köpte upp det förra året","1322","Obj-PartMet","PRO","PO","företag","köpte","upp",NA,"köpte_upp"
"GB15","female",27,"Göteborg","swedish","företag","N","Ett privat företag köpte upp det förra året","1322","Obj-PartMet","PRO","PO","företag","köpte","upp",NA,"köpte_upp"
"GB15","female",27,"Göteborg","swedish","köpte","V","Ett privat företag köpte upp det förra året","1322","Obj-PartMet","PRO","PO","företag","köpte","upp",NA,"köpte_upp"
"GB15","female",27,"Göteborg","swedish","upp","Part","Ett privat företag köpte upp det förra året","1322","Obj-PartMet","PRO","PO","företag","köpte","upp",NA,"köpte_upp"
"GB15","female",27,"Göteborg","swedish","det","Art","Ett privat företag köpte upp det förra året","1322","Obj-PartMet","PRO","PO","företag","köpte","upp",NA,"köpte_upp"
"GB15","female",27,"Göteborg","swedish","förra","Adj","Ett privat företag köpte upp det förra året","1322","Obj-PartMet","PRO","PO","företag","köpte","upp",NA,"köpte_upp"
"GB15","female",27,"Göteborg","swedish","året","N","Ett privat företag köpte upp det förra året","1322","Obj-PartMet","PRO","PO","företag","köpte","upp",NA,"köpte_upp"
"GB16","female",26,"Göteborg","swedish","vakterna","N","Vakterna kastade ut studenten från puben","1301","Obj-PartPP","NP","PO","vakterna","kastade","ut","studenten","kastade_ut"
"GB16","female",26,"Göteborg","swedish","kastade_ut","V","Vakterna kastade ut studenten från puben","1301","Obj-PartPP","NP","PO","vakterna","kastade","ut","studenten","kastade_ut"
"GB16","female",26,"Göteborg","swedish","studenten","N","Vakterna kastade ut studenten från puben","1301","Obj-PartPP","NP","PO","vakterna","kastade","ut","studenten","kastade_ut"
"GB16","female",26,"Göteborg","swedish","från","Prep","Vakterna kastade ut studenten från puben","1301","Obj-PartPP","NP","PO","vakterna","kastade","ut","studenten","kastade_ut"
"GB16","female",26,"Göteborg","swedish","puben","N","Vakterna kastade ut studenten från puben","1301","Obj-PartPP","NP","PO","vakterna","kastade","ut","studenten","kastade_ut"
"GB16","female",26,"Göteborg","swedish","vakterna","N","Vakterna kastade ut studenten igår","1302","Obj-Part","NP","PO","vakterna","kastade","ut","studenten","kastade_ut"
"GB16","female",26,"Göteborg","swedish","kastade_ut","V","Vakterna kastade ut studenten igår","1302","Obj-Part","NP","PO","vakterna","kastade","ut","studenten","kastade_ut"
"GB16","female",26,"Göteborg","swedish","studenten","N","Vakterna kastade ut studenten igår","1302","Obj-Part","NP","PO","vakterna","kastade","ut","studenten","kastade_ut"
"GB16","female",26,"Göteborg","swedish","igår","Adv","Vakterna kastade ut studenten igår","1302","Obj-Part","NP","PO","vakterna","kastade","ut","studenten","kastade_ut"
"GB16","female",26,"Göteborg","swedish","vakterna","N","Vakterna kastade ut honom från puben","1303","Obj-PartPP","PRO","PO","vakterna","kastade","ut","honom","kastade_ut"
"GB16","female",26,"Göteborg","swedish","kastade_ut","V","Vakterna kastade ut honom från puben","1303","Obj-PartPP","PRO","PO","vakterna","kastade","ut","honom","kastade_ut"
"GB16","female",26,"Göteborg","swedish","honom","Pron","Vakterna kastade ut honom från puben","1303","Obj-PartPP","PRO","PO","vakterna","kastade","ut","honom","kastade_ut"
"GB16","female",26,"Göteborg","swedish","från","Prep","Vakterna kastade ut honom från puben","1303","Obj-PartPP","PRO","PO","vakterna","kastade","ut","honom","kastade_ut"
"GB16","female",26,"Göteborg","swedish","puben","N","Vakterna kastade ut honom från puben","1303","Obj-PartPP","PRO","PO","vakterna","kastade","ut","honom","kastade_ut"
"GB16","female",26,"Göteborg","swedish","vakterna","N","Vakterna kastade ut honom igår","1304","Obj-Part","PRO","PO","vakterna","kastade","ut","honom","kastade_ut"
"GB16","female",26,"Göteborg","swedish","kastade_ut","V","Vakterna kastade ut honom igår","1304","Obj-Part","PRO","PO","vakterna","kastade","ut","honom","kastade_ut"
"GB16","female",26,"Göteborg","swedish","honom","Pron","Vakterna kastade ut honom igår","1304","Obj-Part","PRO","PO","vakterna","kastade","ut","honom","kastade_ut"
"GB16","female",26,"Göteborg","swedish","igår","Adv","Vakterna kastade ut honom igår","1304","Obj-Part","PRO","PO","vakterna","kastade","ut","honom","kastade_ut"
"GB16","female",26,"Göteborg","swedish","vakterna","N","Vakterna släppte in vittnet i salen","1305","Obj-PartPP","NP","PO","vakterna","släppte","in","vittnet","släppte_in"
"GB16","female",26,"Göteborg","swedish","släppte_in","V","Vakterna släppte in vittnet i salen","1305","Obj-PartPP","NP","PO","vakterna","släppte","in","vittnet","släppte_in"
"GB16","female",26,"Göteborg","swedish","vittnet","N","Vakterna släppte in vittnet i salen","1305","Obj-PartPP","NP","PO","vakterna","släppte","in","vittnet","släppte_in"
"GB16","female",26,"Göteborg","swedish","i","Prep","Vakterna släppte in vittnet i salen","1305","Obj-PartPP","NP","PO","vakterna","släppte","in","vittnet","släppte_in"
"GB16","female",26,"Göteborg","swedish","salen","N","Vakterna släppte in vittnet i salen","1305","Obj-PartPP","NP","PO","vakterna","släppte","in","vittnet","släppte_in"
"GB16","female",26,"Göteborg","swedish","vakterna","N","Vakterna släppte in honom igår","1308","Obj-Part","PRO","PO","vakterna","släppte","in","honom","släppte_in"
"GB16","female",26,"Göteborg","swedish","släppte_in","V","Vakterna släppte in honom igår","1308","Obj-Part","PRO","PO","vakterna","släppte","in","honom","släppte_in"
"GB16","female",26,"Göteborg","swedish","honom","Pron","Vakterna släppte in honom igår","1308","Obj-Part","PRO","PO","vakterna","släppte","in","honom","släppte_in"
"GB16","female",26,"Göteborg","swedish","igår","Adv","Vakterna släppte in honom igår","1308","Obj-Part","PRO","PO","vakterna","släppte","in","honom","släppte_in"
"GB16","female",26,"Göteborg","swedish","städerskan","N","Städerskan tog ner tavlan från väggen","1309","Obj-PartPP","NP","PO","städerskan","tog","ner","tavlan","tog_ner"
"GB16","female",26,"Göteborg","swedish","tog","V","Städerskan tog ner tavlan från väggen","1309","Obj-PartPP","NP","PO","städerskan","tog","ner","tavlan","tog_ner"
"GB16","female",26,"Göteborg","swedish","ner","Part","Städerskan tog ner tavlan från väggen","1309","Obj-PartPP","NP","PO","städerskan","tog","ner","tavlan","tog_ner"
"GB16","female",26,"Göteborg","swedish","tavlan","N","Städerskan tog ner tavlan från väggen","1309","Obj-PartPP","NP","PO","städerskan","tog","ner","tavlan","tog_ner"
"GB16","female",26,"Göteborg","swedish","från","Prep","Städerskan tog ner tavlan från väggen","1309","Obj-PartPP","NP","PO","städerskan","tog","ner","tavlan","tog_ner"
"GB16","female",26,"Göteborg","swedish","väggen","N","Städerskan tog ner tavlan från väggen","1309","Obj-PartPP","NP","PO","städerskan","tog","ner","tavlan","tog_ner"
"GB16","female",26,"Göteborg","swedish","städerskan","N","Städerskan tog ner tavlan igår","1310","Obj-Part","NP","PO","städerskan","tog","ner","tavlan","tog_ner"
"GB16","female",26,"Göteborg","swedish","tog","V","Städerskan tog ner tavlan igår","1310","Obj-Part","NP","PO","städerskan","tog","ner","tavlan","tog_ner"
"GB16","female",26,"Göteborg","swedish","ner","Part","Städerskan tog ner tavlan igår","1310","Obj-Part","NP","PO","städerskan","tog","ner","tavlan","tog_ner"
"GB16","female",26,"Göteborg","swedish","tavlan","N","Städerskan tog ner tavlan igår","1310","Obj-Part","NP","PO","städerskan","tog","ner","tavlan","tog_ner"
"GB16","female",26,"Göteborg","swedish","igår","Adv","Städerskan tog ner tavlan igår","1310","Obj-Part","NP","PO","städerskan","tog","ner","tavlan","tog_ner"
"GB16","female",26,"Göteborg","swedish","städerskan","N","Städerskan tog ner den från väggen","1311","Obj-PartPP","PRO","PO","städerskan","tog","ner",NA,"tog_ner"
"GB16","female",26,"Göteborg","swedish","tog","V","Städerskan tog ner den från väggen","1311","Obj-PartPP","PRO","PO","städerskan","tog","ner",NA,"tog_ner"
"GB16","female",26,"Göteborg","swedish","ner","Part","Städerskan tog ner den från väggen","1311","Obj-PartPP","PRO","PO","städerskan","tog","ner",NA,"tog_ner"
"GB16","female",26,"Göteborg","swedish","den","Art","Städerskan tog ner den från väggen","1311","Obj-PartPP","PRO","PO","städerskan","tog","ner",NA,"tog_ner"
"GB16","female",26,"Göteborg","swedish","från","Prep","Städerskan tog ner den från väggen","1311","Obj-PartPP","PRO","PO","städerskan","tog","ner",NA,"tog_ner"
"GB16","female",26,"Göteborg","swedish","väggen","N","Städerskan tog ner den från väggen","1311","Obj-PartPP","PRO","PO","städerskan","tog","ner",NA,"tog_ner"
"GB16","female",26,"Göteborg","swedish","städerskan","N","Städerskan tog ner den igår","1312","Obj-Part","PRO","PO","städerskan","tog","ner",NA,"tog_ner"
"GB16","female",26,"Göteborg","swedish","tog","V","Städerskan tog ner den igår","1312","Obj-Part","PRO","PO","städerskan","tog","ner",NA,"tog_ner"
"GB16","female",26,"Göteborg","swedish","ner","Part","Städerskan tog ner den igår","1312","Obj-Part","PRO","PO","städerskan","tog","ner",NA,"tog_ner"
"GB16","female",26,"Göteborg","swedish","den","Art","Städerskan tog ner den igår","1312","Obj-Part","PRO","PO","städerskan","tog","ner",NA,"tog_ner"
"GB16","female",26,"Göteborg","swedish","igår","Adv","Städerskan tog ner den igår","1312","Obj-Part","PRO","PO","städerskan","tog","ner",NA,"tog_ner"
"GB16","female",26,"Göteborg","swedish","läraren","N","Läraren satte upp planschen på dörren","1313","Obj-PartPP","NP","PO","läraren","satte","upp","planschen","satte_upp"
"GB16","female",26,"Göteborg","swedish","satte","V","Läraren satte upp planschen på dörren","1313","Obj-PartPP","NP","PO","läraren","satte","upp","planschen","satte_upp"
"GB16","female",26,"Göteborg","swedish","upp","Part","Läraren satte upp planschen på dörren","1313","Obj-PartPP","NP","PO","läraren","satte","upp","planschen","satte_upp"
"GB16","female",26,"Göteborg","swedish","planschen","N","Läraren satte upp planschen på dörren","1313","Obj-PartPP","NP","PO","läraren","satte","upp","planschen","satte_upp"
"GB16","female",26,"Göteborg","swedish","på","Prep","Läraren satte upp planschen på dörren","1313","Obj-PartPP","NP","PO","läraren","satte","upp","planschen","satte_upp"
"GB16","female",26,"Göteborg","swedish","dörren","N","Läraren satte upp planschen på dörren","1313","Obj-PartPP","NP","PO","läraren","satte","upp","planschen","satte_upp"
"GB16","female",26,"Göteborg","swedish","läraren","N","Läraren satte upp planschen igår","1314","Obj-Part","NP","PO","läraren","satte","upp","planschen","satte_upp"
"GB16","female",26,"Göteborg","swedish","satte","V","Läraren satte upp planschen igår","1314","Obj-Part","NP","PO","läraren","satte","upp","planschen","satte_upp"
"GB16","female",26,"Göteborg","swedish","upp","Part","Läraren satte upp planschen igår","1314","Obj-Part","NP","PO","läraren","satte","upp","planschen","satte_upp"
"GB16","female",26,"Göteborg","swedish","planschen","N","Läraren satte upp planschen igår","1314","Obj-Part","NP","PO","läraren","satte","upp","planschen","satte_upp"
"GB16","female",26,"Göteborg","swedish","igår","Adv","Läraren satte upp planschen igår","1314","Obj-Part","NP","PO","läraren","satte","upp","planschen","satte_upp"
"GB16","female",26,"Göteborg","swedish","läraren","N","Läraren satte upp den på väggen","1315","Obj-PartPP","PRO","PO","läraren","satte","upp",NA,"satte_upp"
"GB16","female",26,"Göteborg","swedish","satte","V","Läraren satte upp den på väggen","1315","Obj-PartPP","PRO","PO","läraren","satte","upp",NA,"satte_upp"
"GB16","female",26,"Göteborg","swedish","upp","Part","Läraren satte upp den på väggen","1315","Obj-PartPP","PRO","PO","läraren","satte","upp",NA,"satte_upp"
"GB16","female",26,"Göteborg","swedish","den","Art","Läraren satte upp den på väggen","1315","Obj-PartPP","PRO","PO","läraren","satte","upp",NA,"satte_upp"
"GB16","female",26,"Göteborg","swedish","på","Prep","Läraren satte upp den på väggen","1315","Obj-PartPP","PRO","PO","läraren","satte","upp",NA,"satte_upp"
"GB16","female",26,"Göteborg","swedish","väggen","N","Läraren satte upp den på väggen","1315","Obj-PartPP","PRO","PO","läraren","satte","upp",NA,"satte_upp"
"GB16","female",26,"Göteborg","swedish","läraren","N","Läraren satte upp den igår","1316","Obj-Part","PRO","PO","läraren","satte","upp",NA,"satte_upp"
"GB16","female",26,"Göteborg","swedish","satte","V","Läraren satte upp den igår","1316","Obj-Part","PRO","PO","läraren","satte","upp",NA,"satte_upp"
"GB16","female",26,"Göteborg","swedish","upp","Part","Läraren satte upp den igår","1316","Obj-Part","PRO","PO","läraren","satte","upp",NA,"satte_upp"
"GB16","female",26,"Göteborg","swedish","den","Art","Läraren satte upp den igår","1316","Obj-Part","PRO","PO","läraren","satte","upp",NA,"satte_upp"
"GB16","female",26,"Göteborg","swedish","igår","Adv","Läraren satte upp den igår","1316","Obj-Part","PRO","PO","läraren","satte","upp",NA,"satte_upp"
"GB16","female",26,"Göteborg","swedish","rektorn","N","Rektorn skällde ut eleven igår","1317","Obj-PartMet","NP","PO","rektorn","skällde","ut","eleven","skällde_ut"
"GB16","female",26,"Göteborg","swedish","skällde_ut","V","Rektorn skällde ut eleven igår","1317","Obj-PartMet","NP","PO","rektorn","skällde","ut","eleven","skällde_ut"
"GB16","female",26,"Göteborg","swedish","eleven","N","Rektorn skällde ut eleven igår","1317","Obj-PartMet","NP","PO","rektorn","skällde","ut","eleven","skällde_ut"
"GB16","female",26,"Göteborg","swedish","igår","Adv","Rektorn skällde ut eleven igår","1317","Obj-PartMet","NP","PO","rektorn","skällde","ut","eleven","skällde_ut"
"GB16","female",26,"Göteborg","swedish","en","Art","En fotomodell raggade upp fotbollspelaren igår","1319","Obj-PartMet","NP","PO","fotomodell","raggade","upp","fotbollsspelaren","raggade_upp"
"GB16","female",26,"Göteborg","swedish","fotomodell","N","En fotomodell raggade upp fotbollspelaren igår","1319","Obj-PartMet","NP","PO","fotomodell","raggade","upp","fotbollsspelaren","raggade_upp"
"GB16","female",26,"Göteborg","swedish","raggade_upp","V","En fotomodell raggade upp fotbollspelaren igår","1319","Obj-PartMet","NP","PO","fotomodell","raggade","upp","fotbollsspelaren","raggade_upp"
"GB16","female",26,"Göteborg","swedish","fotbollsspelaren","N","En fotomodell raggade upp fotbollspelaren igår","1319","Obj-PartMet","NP","PO","fotomodell","raggade","upp","fotbollsspelaren","raggade_upp"
"GB16","female",26,"Göteborg","swedish","igår","Adv","En fotomodell raggade upp fotbollspelaren igår","1319","Obj-PartMet","NP","PO","fotomodell","raggade","upp","fotbollsspelaren","raggade_upp"
"GB16","female",26,"Göteborg","swedish","en","Art","En fotomodell raggade upp honom igår","1320","Obj-PartMet","PRO","PO","fotomodell","raggade","upp","honom","raggade_upp"
"GB16","female",26,"Göteborg","swedish","fotomodell","N","En fotomodell raggade upp honom igår","1320","Obj-PartMet","PRO","PO","fotomodell","raggade","upp","honom","raggade_upp"
"GB16","female",26,"Göteborg","swedish","raggade_upp","V","En fotomodell raggade upp honom igår","1320","Obj-PartMet","PRO","PO","fotomodell","raggade","upp","honom","raggade_upp"
"GB16","female",26,"Göteborg","swedish","honom","Pron","En fotomodell raggade upp honom igår","1320","Obj-PartMet","PRO","PO","fotomodell","raggade","upp","honom","raggade_upp"
"GB16","female",26,"Göteborg","swedish","igår","Adv","En fotomodell raggade upp honom igår","1320","Obj-PartMet","PRO","PO","fotomodell","raggade","upp","honom","raggade_upp"
"GB16","female",26,"Göteborg","swedish","ett","Art","Ett privat företag köpte upp sjukhuset förra året","1321","Obj-PartMet","NP","PO","företag","köpte","upp","sjukhuset","köpte_upp"
"GB16","female",26,"Göteborg","swedish","privat","Adj","Ett privat företag köpte upp sjukhuset förra året","1321","Obj-PartMet","NP","PO","företag","köpte","upp","sjukhuset","köpte_upp"
"GB16","female",26,"Göteborg","swedish","företag","N","Ett privat företag köpte upp sjukhuset förra året","1321","Obj-PartMet","NP","PO","företag","köpte","upp","sjukhuset","köpte_upp"
"GB16","female",26,"Göteborg","swedish","köpte","V","Ett privat företag köpte upp sjukhuset förra året","1321","Obj-PartMet","NP","PO","företag","köpte","upp","sjukhuset","köpte_upp"
"GB16","female",26,"Göteborg","swedish","upp","Part","Ett privat företag köpte upp sjukhuset förra året","1321","Obj-PartMet","NP","PO","företag","köpte","upp","sjukhuset","köpte_upp"
"GB16","female",26,"Göteborg","swedish","sjukhuset","N","Ett privat företag köpte upp sjukhuset förra året","1321","Obj-PartMet","NP","PO","företag","köpte","upp","sjukhuset","köpte_upp"
"GB16","female",26,"Göteborg","swedish","förra","Adj","Ett privat företag köpte upp sjukhuset förra året","1321","Obj-PartMet","NP","PO","företag","köpte","upp","sjukhuset","köpte_upp"
"GB16","female",26,"Göteborg","swedish","året","N","Ett privat företag köpte upp sjukhuset förra året","1321","Obj-PartMet","NP","PO","företag","köpte","upp","sjukhuset","köpte_upp"
"GB16","female",26,"Göteborg","swedish","ett","Art","Ett privat företag köpte upp det förra året","1322","Obj-PartMet","PRO","PO","företag","köpte","upp",NA,"köpte_upp"
"GB16","female",26,"Göteborg","swedish","privat","Adj","Ett privat företag köpte upp det förra året","1322","Obj-PartMet","PRO","PO","företag","köpte","upp",NA,"köpte_upp"
"GB16","female",26,"Göteborg","swedish","företag","N","Ett privat företag köpte upp det förra året","1322","Obj-PartMet","PRO","PO","företag","köpte","upp",NA,"köpte_upp"
"GB16","female",26,"Göteborg","swedish","köpte","V","Ett privat företag köpte upp det förra året","1322","Obj-PartMet","PRO","PO","företag","köpte","upp",NA,"köpte_upp"
"GB16","female",26,"Göteborg","swedish","upp","Part","Ett privat företag köpte upp det förra året","1322","Obj-PartMet","PRO","PO","företag","köpte","upp",NA,"köpte_upp"
"GB16","female",26,"Göteborg","swedish","det","Art","Ett privat företag köpte upp det förra året","1322","Obj-PartMet","PRO","PO","företag","köpte","upp",NA,"köpte_upp"
"GB16","female",26,"Göteborg","swedish","förra","Adj","Ett privat företag köpte upp det förra året","1322","Obj-PartMet","PRO","PO","företag","köpte","upp",NA,"köpte_upp"
"GB16","female",26,"Göteborg","swedish","året","N","Ett privat företag köpte upp det förra året","1322","Obj-PartMet","PRO","PO","företag","köpte","upp",NA,"köpte_upp"
"GB17","female",36,"Göteborg","swedish","vakterna","N","Vakterna kastade ut studenten från puben","1301","Obj-PartPP","NP","PO","vakterna","kastade","ut","studenten","kastade_ut"
"GB17","female",36,"Göteborg","swedish","kastade_ut","V","Vakterna kastade ut studenten från puben","1301","Obj-PartPP","NP","PO","vakterna","kastade","ut","studenten","kastade_ut"
"GB17","female",36,"Göteborg","swedish","studenten","N","Vakterna kastade ut studenten från puben","1301","Obj-PartPP","NP","PO","vakterna","kastade","ut","studenten","kastade_ut"
"GB17","female",36,"Göteborg","swedish","från","Prep","Vakterna kastade ut studenten från puben","1301","Obj-PartPP","NP","PO","vakterna","kastade","ut","studenten","kastade_ut"
"GB17","female",36,"Göteborg","swedish","puben","N","Vakterna kastade ut studenten från puben","1301","Obj-PartPP","NP","PO","vakterna","kastade","ut","studenten","kastade_ut"
"GB17","female",36,"Göteborg","swedish","vakterna","N","Vakterna kastade ut studenten igår","1302","Obj-Part","NP","PO","vakterna","kastade","ut","studenten","kastade_ut"
"GB17","female",36,"Göteborg","swedish","kastade_ut","V","Vakterna kastade ut studenten igår","1302","Obj-Part","NP","PO","vakterna","kastade","ut","studenten","kastade_ut"
"GB17","female",36,"Göteborg","swedish","studenten","N","Vakterna kastade ut studenten igår","1302","Obj-Part","NP","PO","vakterna","kastade","ut","studenten","kastade_ut"
"GB17","female",36,"Göteborg","swedish","igår","Adv","Vakterna kastade ut studenten igår","1302","Obj-Part","NP","PO","vakterna","kastade","ut","studenten","kastade_ut"
"GB17","female",36,"Göteborg","swedish","vakterna","N","Vakterna kastade ut honom från puben","1303","Obj-PartPP","PRO","PO","vakterna","kastade","ut","honom","kastade_ut"
"GB17","female",36,"Göteborg","swedish","kastade_ut","V","Vakterna kastade ut honom från puben","1303","Obj-PartPP","PRO","PO","vakterna","kastade","ut","honom","kastade_ut"
"GB17","female",36,"Göteborg","swedish","honom","Pron","Vakterna kastade ut honom från puben","1303","Obj-PartPP","PRO","PO","vakterna","kastade","ut","honom","kastade_ut"
"GB17","female",36,"Göteborg","swedish","från","Prep","Vakterna kastade ut honom från puben","1303","Obj-PartPP","PRO","PO","vakterna","kastade","ut","honom","kastade_ut"
"GB17","female",36,"Göteborg","swedish","puben","N","Vakterna kastade ut honom från puben","1303","Obj-PartPP","PRO","PO","vakterna","kastade","ut","honom","kastade_ut"
"GB17","female",36,"Göteborg","swedish","vakterna","N","Vakterna kastade ut honom igår","1304","Obj-Part","PRO","PO","vakterna","kastade","ut","honom","kastade_ut"
"GB17","female",36,"Göteborg","swedish","kastade_ut","V","Vakterna kastade ut honom igår","1304","Obj-Part","PRO","PO","vakterna","kastade","ut","honom","kastade_ut"
"GB17","female",36,"Göteborg","swedish","honom","Pron","Vakterna kastade ut honom igår","1304","Obj-Part","PRO","PO","vakterna","kastade","ut","honom","kastade_ut"
"GB17","female",36,"Göteborg","swedish","igår","Adv","Vakterna kastade ut honom igår","1304","Obj-Part","PRO","PO","vakterna","kastade","ut","honom","kastade_ut"
